TAG,Nº de Série,Patrimônio,Equipamento,Modelo,Fabricante,Criticidade,Prioridade,Grupo Empresa,Razão Social,Setor,Endereço,UF,Bairro,Cidade,CEP,Centro de Custo,Data de Aquisição,Valor de Aquisição,Nota Fiscal,Valor de Substituição,Data de Fabricação,Data de Instalação,Data de Inativação,Data de Garantia,Data de Garantia Estendida,Componente de,Reg. ANVISA,Validade do Registro ANVISA,Situação,Status,Fornecedor,Observação,Garantia Externa,id,previousLocation,specificLocation,returnDate,returnedAllAccessories,transferStatus,transferTo,transferToBed,transferBy,transferRejected,patientMV,patientName,inUseSince,defectDescription,unitNotified,notificationNumber,patientDamage,serviceRequestNumber,preventiveScheduled,preventiveScheduledAt,preventiveSegregatedAt,receivedBySector,lastCleaned,location,status,tag,model,type
EVEN0877,AA6-05005094,FFM64012,VENTILADOR PULMONAR,SV-600,MINDRAY,CRÍTICO,ALTA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",03/09/2020,"99.840,00",670,"99.840,00",,03/09/2020,,03/09/2021,,,80102511149,,PRÓPRIO,ATIVO,MINDRAY BRASIL,,,8b3ea6e1-bb04-499b-be50-6e84e51a26f2,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN0877,SV-600,VENTILADOR PULMONAR
EVEN0878,AA6-05005095,FFM64013,VENTILADOR PULMONAR,SV-600,MINDRAY,CRÍTICO,ALTA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",03/09/2020,"99.840,00",670,"99.840,00",,03/09/2020,,03/09/2021,,,80102511149,,PRÓPRIO,ATIVO,MINDRAY BRASIL,,,963cd5b4-261d-472c-93e7-81fdc0e0dd6e,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN0878,SV-600,VENTILADOR PULMONAR
EVEN0879,AA6-05005096,FFM64018,VENTILADOR PULMONAR,SV-600,MINDRAY,CRÍTICO,ALTA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",03/09/2020,"99.840,00",670,"99.840,00",,03/09/2020,,03/09/2021,,,80102511149,,PRÓPRIO,ATIVO,MINDRAY BRASIL,,,49282a9f-bf89-48ec-932b-e3e5fd34d848,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN0879,SV-600,VENTILADOR PULMONAR
EVEN0880,AA6-05005097,FFM64011,VENTILADOR PULMONAR,SV-600,MINDRAY,CRÍTICO,ALTA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",03/09/2020,"99.840,00",670,"99.840,00",,03/09/2020,,03/09/2021,,,80102511149,,PRÓPRIO,ATIVO,MINDRAY BRASIL,,,d0c5b29b-08aa-498d-8d1f-9fc564ed4693,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN0880,SV-600,VENTILADOR PULMONAR
EVEN0881,AA6-05005098,FFM64017,VENTILADOR PULMONAR,SV-600,MINDRAY,CRÍTICO,ALTA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",03/09/2020,"99.840,00",670,"99.840,00",,03/09/2020,,03/09/2021,,,80102511149,,PRÓPRIO,ATIVO,MINDRAY BRASIL,,,34cc5754-2a69-41e1-bc23-c0debde077ab,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN0881,SV-600,VENTILADOR PULMONAR
EVEN0896,AA6-05005100,FFM64492,VENTILADOR PULMONAR,SV-600,MINDRAY,CRÍTICO,ALTA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"99.840,00",887,"99.840,00",,04/12/2020,,04/12/2021,,,80102511149,,PRÓPRIO,ATIVO,MINDRAY BRASIL,,,4780b46d-ce64-43ed-a7a5-fd7e0af7c743,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN0896,SV-600,VENTILADOR PULMONAR
EVEN1140,2322,FFM076559,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,4e26008a-9f20-4c10-8311-6f3ecb9cab97,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1140,SERVO-C,VENTILADOR PULMONAR
EVEN1141,2317,FFM076566,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,48b6fdcd-e2f2-46f6-b86e-c7cfed36da62,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1141,SERVO-C,VENTILADOR PULMONAR
EVEN1142,2316,FFM076568,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,8e58d989-f06b-4085-9a58-4e075f524b38,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1142,SERVO-C,VENTILADOR PULMONAR
EVEN1143,2308,FFM076563,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,ed16b2cc-3968-4462-a946-ba237a48e040,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1143,SERVO-C,VENTILADOR PULMONAR
EVEN1144,2296,FFM076564,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,5769f46a-de71-42ca-99a0-93f3ef989bcf,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1144,SERVO-C,VENTILADOR PULMONAR
EVEN1145,2303,FFM076562,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,1f9c6126-c080-4db1-87a4-ce89d01c58c7,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1145,SERVO-C,VENTILADOR PULMONAR
EVEN1146,2307,FFM076556,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,497f7e56-37b8-4753-bfb7-d7b878932489,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1146,SERVO-C,VENTILADOR PULMONAR
EVEN1147,2306,FFM076557,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,3fdb89cf-1ec8-44cd-aed4-91967ceb21ee,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1147,SERVO-C,VENTILADOR PULMONAR
EVEN1148,2302,FFM076555,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,061d5916-7e21-4c5e-ac47-a83162d470cc,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1148,SERVO-C,VENTILADOR PULMONAR
EVEN1149,2309,FFM076561,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,2fa35851-cb44-493f-81f2-55486b98550f,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1149,SERVO-C,VENTILADOR PULMONAR
EVEN1150,2301,FFM076565,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,5cce22dd-c9bc-42b5-8eda-3123c20148b8,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1150,SERVO-C,VENTILADOR PULMONAR
EVEN1151,2305,FFM076558,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,62ed7774-8607-4318-b996-a2489665c2c1,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1151,SERVO-C,VENTILADOR PULMONAR
EVEN1152,2320,FFM076583,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,26b43d26-fe75-40f4-9de2-ca5133272b88,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1152,SERVO-C,VENTILADOR PULMONAR
EVEN1153,2313,FFM076582,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,f473fb8c-4510-4fe3-bde6-0104ab860fa3,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1153,SERVO-C,VENTILADOR PULMONAR
EVEN1154,2314,FFM076581,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,ee587ee7-6c9e-4474-aa66-60948c53f33a,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1154,SERVO-C,VENTILADOR PULMONAR
EVEN1155,2319,FFM076567,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,3febfcaa-50b5-4220-a795-f2040f107f3c,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1155,SERVO-C,VENTILADOR PULMONAR
EVEN1156,2294,FFM076580,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,3cd3094e-7cf7-4799-ab37-82707a586f62,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1156,SERVO-C,VENTILADOR PULMONAR
EVEN1157,2323,FFM076584,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,bd911603-3d38-4449-acf7-5e08f359ee81,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1157,SERVO-C,VENTILADOR PULMONAR
EVEN1158,2321,FFM076560,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,75f09357-1832-4c2e-8ad1-b653d5dd7bc8,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1158,SERVO-C,VENTILADOR PULMONAR
EVEN1159,2304,FFM076579,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,97ca729b-0773-4d12-a6b1-5fe9bf6f02cb,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1159,SERVO-C,VENTILADOR PULMONAR
EVEN1160,2310,FFM076569,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,5b35e7d5-525f-41a5-b598-8002bef5ff5c,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1160,SERVO-C,VENTILADOR PULMONAR
EVEN1161,2297,FFM076575,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,55abc27b-d60c-4107-acf2-c3879032a100,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1161,SERVO-C,VENTILADOR PULMONAR
EVEN1162,2300,FFM076577,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,6d85e5ea-7187-43e7-9cd9-7a478590b3cb,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1162,SERVO-C,VENTILADOR PULMONAR
EVEN1163,2315,FFM076573,VENTILADOR PULMONAR,SERVO-C,MAQUET,CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",25/11/2025,"67.468,27",65776,"67.468,27",,28/11/2025,,27/11/2027,,,80259110239,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,9dca3cb6-d936-448b-bc26-46e0ebfb3aee,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EVEN1163,SERVO-C,VENTILADOR PULMONAR
